"X","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate","GoodsDateDifference"
10542,4500010542,"2023-08-15",1001,4,1,10004,74,2023-09-07,2023-09-05,"2023-09-05","2023-09-05","2023-09-04","2023-09-04",-2
10543,4500010543,"2024-11-24",1001,4,1,10004,83,2024-12-17,2024-12-16,"2024-12-15","2024-12-15","2024-12-14","2024-12-14",-1
10547,4500010547,"2023-01-30",1001,4,1,10004,78,2023-02-22,2023-02-17,"2023-02-20","2023-02-20","2023-02-19","2023-02-19",-5
10548,4500010548,"2024-04-23",1001,4,1,10004,69,2024-05-16,2024-05-13,"2024-05-14","2024-05-14","2024-05-13","2024-05-13",-3
10551,4500010551,"2024-08-08",1001,4,1,10004,72,2024-08-31,2024-08-29,"2024-08-29","2024-08-29","2024-08-28","2024-08-28",-2
10552,4500010552,"2023-04-16",1001,4,1,10004,77,2023-05-09,2023-05-08,"2023-05-07","2023-05-07","2023-05-06","2023-05-06",-1
10554,4500010554,"2022-10-07",1001,4,1,10004,75,2022-10-30,2022-10-28,"2022-10-28","2022-10-28","2022-10-27","2022-10-27",-2
10555,4500010555,"2022-07-22",1001,4,1,10004,82,2022-08-14,2022-08-11,"2022-08-12","2022-08-12","2022-08-11","2022-08-11",-3
10556,4500010556,"2022-08-02",1001,4,1,10004,91,2022-08-25,2022-08-23,"2022-08-23","2022-08-23","2022-08-22","2022-08-22",-2
10562,4500010562,"2022-02-05",1001,4,1,10004,69,2022-02-28,2022-02-23,"2022-02-26","2022-02-26","2022-02-25","2022-02-25",-5
10563,4500010563,"2024-11-16",1001,4,1,10004,85,2024-12-09,2024-12-09,"2024-12-07","2024-12-07","2024-12-06","2024-12-06",0
10564,4500010564,"2023-11-24",1001,4,1,10004,80,2023-12-17,2023-12-13,"2023-12-15","2023-12-15","2023-12-14","2023-12-14",-4
10568,4500010568,"2023-11-11",1001,4,1,10004,76,2023-12-04,2023-12-04,"2023-12-02","2023-12-02","2023-12-01","2023-12-01",0
10573,4500010573,"2023-11-30",1001,4,1,10004,76,2023-12-23,2023-12-21,"2023-12-21","2023-12-21","2023-12-20","2023-12-20",-2
10576,4500010576,"2021-12-09",1001,4,1,10004,85,2022-01-01,2021-12-31,"2021-12-30","2021-12-30","2021-12-29","2021-12-29",-1
10581,4500010581,"2024-09-25",1001,4,1,10004,73,2024-10-18,2024-10-18,"2024-10-16","2024-10-16","2024-10-15","2024-10-15",0
10584,4500010584,"2024-11-01",1001,4,1,10004,69,2024-11-24,2024-11-24,"2024-11-22","2024-11-22","2024-11-21","2024-11-21",0
10585,4500010585,"2024-02-10",1001,4,1,10004,65,2024-03-04,2024-03-05,"2024-03-02","2024-03-03","2024-03-01","2024-03-02",1
10589,4500010589,"2023-02-27",1001,4,1,10004,79,2023-03-22,2023-03-21,"2023-03-20","2023-03-20","2023-03-19","2023-03-19",-1
10591,4500010591,"2023-02-10",1001,4,1,10004,70,2023-03-05,2023-03-03,"2023-03-03","2023-03-03","2023-03-02","2023-03-02",-2
10595,4500010595,"2023-11-03",1001,4,1,10004,82,2023-11-26,2023-11-22,"2023-11-24","2023-11-24","2023-11-23","2023-11-23",-4
10596,4500010596,"2022-06-04",1001,4,1,10004,77,2022-06-27,2022-06-22,"2022-06-25","2022-06-25","2022-06-24","2022-06-24",-5
10601,4500010601,"2022-06-24",1001,4,1,10004,72,2022-07-17,2022-07-14,"2022-07-15","2022-07-15","2022-07-14","2022-07-14",-3
10603,4500010603,"2023-08-12",1001,4,1,10004,79,2023-09-04,2023-08-30,"2023-09-02","2023-09-02","2023-09-01","2023-09-01",-5
10609,4500010609,"2022-05-21",1001,4,1,10004,83,2022-06-13,2022-06-10,"2022-06-11","2022-06-11","2022-06-10","2022-06-10",-3
10612,4500010612,"2022-01-28",1001,4,1,10004,78,2022-02-20,2022-02-20,"2022-02-18","2022-02-18","2022-02-17","2022-02-17",0
10615,4500010615,"2022-08-22",1001,4,1,10004,79,2022-09-14,2022-09-14,"2022-09-12","2022-09-12","2022-09-11","2022-09-11",0
10616,4500010616,"2022-10-23",1001,4,1,10004,74,2022-11-15,2022-11-11,"2022-11-13","2022-11-13","2022-11-12","2022-11-12",-4
10617,4500010617,"2022-08-07",1001,4,1,10004,72,2022-08-30,2022-08-25,"2022-08-28","2022-08-28","2022-08-27","2022-08-27",-5
10620,4500010620,"2024-12-06",1001,4,1,10004,69,2024-12-29,2024-12-29,"2024-12-27","2024-12-27","2024-12-26","2024-12-26",0
10622,4500010622,"2022-08-04",1001,4,1,10004,82,2022-08-27,2022-08-25,"2022-08-25","2022-08-25","2022-08-24","2022-08-24",-2
10625,4500010625,"2024-02-22",1001,4,1,10004,72,2024-03-16,2024-03-15,"2024-03-14","2024-03-14","2024-03-13","2024-03-13",-1
10634,4500010634,"2022-06-26",1001,4,1,10004,69,2022-07-19,2022-07-18,"2022-07-17","2022-07-17","2022-07-16","2022-07-16",-1
10641,4500010641,"2023-06-11",1001,4,1,10004,65,2023-07-04,2023-06-29,"2023-07-02","2023-07-02","2023-07-01","2023-07-01",-5
10645,4500010645,"2024-06-08",1001,4,1,10004,78,2024-07-01,2024-06-28,"2024-06-29","2024-06-29","2024-06-28","2024-06-28",-3
10648,4500010648,"2022-04-16",1001,4,1,10004,84,2022-05-09,2022-05-16,"2022-05-07","2022-05-14","2022-05-06","2022-05-13",7
10650,4500010650,"2022-11-15",1001,4,1,10004,84,2022-12-08,2022-12-06,"2022-12-06","2022-12-06","2022-12-05","2022-12-05",-2
10651,4500010651,"2024-08-19",1001,4,1,10004,82,2024-09-11,2024-09-06,"2024-09-09","2024-09-09","2024-09-08","2024-09-08",-5
10652,4500010652,"2022-04-17",1001,4,1,10004,76,2022-05-10,2022-05-18,"2022-05-08","2022-05-08","2022-05-07","2022-05-07",8
10656,4500010656,"2023-12-24",1001,4,1,10004,75,2024-01-16,2024-01-16,"2024-01-14","2024-01-14","2024-01-13","2024-01-13",0
10666,4500010666,"2022-12-28",1001,4,1,10004,80,2023-01-20,2023-01-20,"2023-01-18","2023-01-18","2023-01-17","2023-01-17",0
10671,4500010671,"2023-08-18",1001,4,1,10004,78,2023-09-10,2023-09-06,"2023-09-08","2023-09-08","2023-09-07","2023-09-07",-4
10673,4500010673,"2022-10-11",1001,4,1,10004,71,2022-11-03,2022-10-31,"2022-11-01","2022-11-01","2022-10-31","2022-10-31",-3
10674,4500010674,"2023-07-01",1001,4,1,10004,69,2023-07-24,2023-07-21,"2023-07-22","2023-07-22","2023-07-21","2023-07-21",-3
10675,4500010675,"2023-04-29",1001,4,1,10004,84,2023-05-22,2023-05-22,"2023-05-20","2023-05-20","2023-05-19","2023-05-19",0
10676,4500010676,"2024-09-17",1001,4,1,10004,67,2024-10-10,2024-10-08,"2024-10-08","2024-10-08","2024-10-07","2024-10-07",-2
10683,4500010683,"2023-08-13",1001,4,1,10004,75,2023-09-05,2023-09-01,"2023-09-03","2023-09-03","2023-09-02","2023-09-02",-4
10688,4500010688,"2022-05-24",1001,4,1,10004,72,2022-06-16,2022-06-15,"2022-06-14","2022-06-14","2022-06-13","2022-06-13",-1
10689,4500010689,"2023-06-30",1001,4,1,10004,75,2023-07-23,2023-07-20,"2023-07-21","2023-07-21","2023-07-20","2023-07-20",-3
10691,4500010691,"2024-03-14",1001,4,1,10004,69,2024-04-06,2024-04-04,"2024-04-04","2024-04-04","2024-04-03","2024-04-03",-2
10692,4500010692,"2024-01-13",1001,4,1,10004,80,2024-02-05,2024-02-02,"2024-02-03","2024-02-03","2024-02-02","2024-02-02",-3
10696,4500010696,"2024-06-22",1001,4,1,10004,86,2024-07-15,2024-07-12,"2024-07-13","2024-07-13","2024-07-12","2024-07-12",-3
10700,4500010700,"2023-04-18",1001,4,1,10004,74,2023-05-11,2023-05-10,"2023-05-09","2023-05-09","2023-05-08","2023-05-08",-1
10703,4500010703,"2024-08-17",1001,4,1,10004,79,2024-09-09,2024-09-09,"2024-09-07","2024-09-07","2024-09-06","2024-09-06",0
10705,4500010705,"2023-04-25",1001,4,1,10004,72,2023-05-18,2023-05-16,"2023-05-16","2023-05-16","2023-05-15","2023-05-15",-2
10711,4500010711,"2023-07-28",1001,4,1,10004,85,2023-08-20,2023-08-21,"2023-08-18","2023-08-19","2023-08-17","2023-08-18",1
10722,4500010722,"2023-12-07",1001,4,1,10004,73,2023-12-30,2023-12-27,"2023-12-28","2023-12-28","2023-12-27","2023-12-27",-3
10724,4500010724,"2023-07-17",1001,4,1,10004,83,2023-08-09,2023-08-04,"2023-08-07","2023-08-07","2023-08-06","2023-08-06",-5
10730,4500010730,"2022-10-19",1001,4,1,10004,67,2022-11-11,2022-11-11,"2022-11-09","2022-11-09","2022-11-08","2022-11-08",0
10731,4500010731,"2024-05-02",1001,4,1,10004,82,2024-05-25,2024-05-22,"2024-05-23","2024-05-23","2024-05-22","2024-05-22",-3
10736,4500010736,"2022-08-13",1001,4,1,10004,81,2022-09-05,2022-09-05,"2022-09-03","2022-09-03","2022-09-02","2022-09-02",0
10737,4500010737,"2023-04-09",1001,4,1,10004,85,2023-05-02,2023-05-01,"2023-04-30","2023-04-30","2023-04-29","2023-04-29",-1
10739,4500010739,"2024-11-04",1001,4,1,10004,76,2024-11-27,2024-11-26,"2024-11-25","2024-11-25","2024-11-24","2024-11-24",-1
10742,4500010742,"2023-03-10",1001,4,1,10004,89,2023-04-02,2023-03-30,"2023-03-31","2023-03-31","2023-03-30","2023-03-30",-3
10743,4500010743,"2022-12-31",1001,4,1,10004,77,2023-01-23,2023-01-26,"2023-01-21","2023-01-21","2023-01-20","2023-01-20",3
10745,4500010745,"2022-08-09",1001,4,1,10004,85,2022-09-01,2022-09-13,"2022-08-30","2022-09-11","2022-08-29","2022-09-10",12
10746,4500010746,"2024-11-18",1001,4,1,10004,76,2024-12-11,2024-12-10,"2024-12-09","2024-12-09","2024-12-08","2024-12-08",-1
10751,4500010751,"2024-04-27",1001,4,1,10004,78,2024-05-20,2024-05-15,"2024-05-18","2024-05-18","2024-05-17","2024-05-17",-5
10752,4500010752,"2024-10-27",1001,4,1,10004,71,2024-11-19,2024-11-18,"2024-11-17","2024-11-17","2024-11-16","2024-11-16",-1
10753,4500010753,"2023-01-31",1001,4,1,10004,82,2023-02-23,2023-03-09,"2023-02-21","2023-03-07","2023-02-20","2023-03-06",14
10759,4500010759,"2022-11-14",1001,4,1,10004,79,2022-12-07,2022-12-06,"2022-12-05","2022-12-05","2022-12-04","2022-12-04",-1
10762,4500010762,"2022-05-21",1001,4,1,10004,88,2022-06-13,2022-06-08,"2022-06-11","2022-06-11","2022-06-10","2022-06-10",-5
10765,4500010765,"2023-02-28",1001,4,1,10004,85,2023-03-23,2023-03-23,"2023-03-21","2023-03-21","2023-03-20","2023-03-20",0
10767,4500010767,"2023-02-27",1001,4,1,10004,72,2023-03-22,2023-03-17,"2023-03-20","2023-03-20","2023-03-19","2023-03-19",-5
10768,4500010768,"2023-11-06",1001,4,1,10004,72,2023-11-29,2023-11-29,"2023-11-27","2023-11-27","2023-11-26","2023-11-26",0
10770,4500010770,"2024-09-11",1001,4,1,10004,89,2024-10-04,2024-10-03,"2024-10-02","2024-10-02","2024-10-01","2024-10-01",-1
10776,4500010776,"2022-10-16",1001,4,1,10004,75,2022-11-08,2022-11-03,"2022-11-06","2022-11-06","2022-11-05","2022-11-05",-5
10781,4500010781,"2022-07-01",1001,4,1,10004,79,2022-07-24,2022-07-21,"2022-07-22","2022-07-22","2022-07-21","2022-07-21",-3
10783,4500010783,"2023-12-18",1001,4,1,10004,78,2024-01-10,2024-01-11,"2024-01-08","2024-01-09","2024-01-07","2024-01-08",1
10785,4500010785,"2024-04-07",1001,4,1,10004,84,2024-04-30,2024-04-25,"2024-04-28","2024-04-28","2024-04-27","2024-04-27",-5
10789,4500010789,"2024-01-01",1001,4,1,10004,87,2024-01-24,2024-01-24,"2024-01-22","2024-01-22","2024-01-21","2024-01-21",0
10792,4500010792,"2024-04-21",1001,4,1,10004,76,2024-05-14,2024-05-10,"2024-05-12","2024-05-12","2024-05-11","2024-05-11",-4
10796,4500010796,"2023-01-25",1001,4,1,10004,76,2023-02-17,2023-02-17,"2023-02-15","2023-02-15","2023-02-14","2023-02-14",0
10797,4500010797,"2023-11-03",1001,4,1,10004,76,2023-11-26,2023-11-22,"2023-11-24","2023-11-24","2023-11-23","2023-11-23",-4
10798,4500010798,"2022-05-28",1001,4,1,10004,81,2022-06-20,2022-06-15,"2022-06-18","2022-06-18","2022-06-17","2022-06-17",-5
10802,4500010802,"2022-06-19",1001,4,1,10004,73,2022-07-12,2022-07-08,"2022-07-10","2022-07-10","2022-07-09","2022-07-09",-4
10803,4500010803,"2022-12-10",1001,4,1,10004,73,2023-01-02,2022-12-30,"2022-12-31","2022-12-31","2022-12-30","2022-12-30",-3
10806,4500010806,"2023-04-30",1001,4,1,10004,74,2023-05-23,2023-05-22,"2023-05-21","2023-05-21","2023-05-20","2023-05-20",-1
10808,4500010808,"2023-10-10",1001,4,1,10004,83,2023-11-02,2023-10-31,"2023-10-31","2023-10-31","2023-10-30","2023-10-30",-2
10820,4500010820,"2023-12-25",1001,4,1,10004,70,2024-01-17,2024-01-15,"2024-01-15","2024-01-15","2024-01-14","2024-01-14",-2
10825,4500010825,"2022-08-04",1001,4,1,10004,77,2022-08-27,2022-08-26,"2022-08-25","2022-08-25","2022-08-24","2022-08-24",-1
10829,4500010829,"2024-03-08",1001,4,1,10004,84,2024-03-31,2024-03-28,"2024-03-29","2024-03-29","2024-03-28","2024-03-28",-3
10830,4500010830,"2024-03-15",1001,4,1,10004,69,2024-04-07,2024-04-03,"2024-04-05","2024-04-05","2024-04-04","2024-04-04",-4
10832,4500010832,"2023-01-19",1001,4,1,10004,72,2023-02-11,2023-02-09,"2023-02-09","2023-02-09","2023-02-08","2023-02-08",-2
10836,4500010836,"2024-08-25",1001,4,1,10004,76,2024-09-17,2024-09-16,"2024-09-15","2024-09-15","2024-09-14","2024-09-14",-1
10839,4500010839,"2022-04-04",1001,4,1,10004,70,2022-04-27,2022-04-27,"2022-04-25","2022-04-25","2022-04-24","2022-04-24",0
10841,4500010841,"2024-02-07",1001,4,1,10004,88,2024-03-01,2024-02-28,"2024-02-28","2024-02-28","2024-02-27","2024-02-27",-2
10848,4500010848,"2022-07-10",1001,4,1,10004,70,2022-08-02,2022-08-02,"2022-07-31","2022-07-31","2022-07-30","2022-07-30",0
10851,4500010851,"2023-10-13",1001,4,1,10004,71,2023-11-05,2023-11-14,"2023-11-03","2023-11-12","2023-11-02","2023-11-11",9
10852,4500010852,"2024-03-18",1001,4,1,10004,82,2024-04-10,2024-04-05,"2024-04-08","2024-04-08","2024-04-07","2024-04-07",-5
10854,4500010854,"2024-03-08",1001,4,1,10004,75,2024-03-31,2024-04-12,"2024-03-29","2024-04-10","2024-03-28","2024-04-09",12
10857,4500010857,"2022-04-04",1001,4,1,10004,79,2022-04-27,2022-05-11,"2022-04-25","2022-05-09","2022-04-24","2022-05-08",14
10859,4500010859,"2024-07-19",1001,4,1,10004,80,2024-08-11,2024-08-09,"2024-08-09","2024-08-09","2024-08-08","2024-08-08",-2
10867,4500010867,"2023-12-24",1001,4,1,10004,84,2024-01-16,2024-01-16,"2024-01-14","2024-01-14","2024-01-13","2024-01-13",0
10869,4500010869,"2024-08-26",1001,4,1,10004,73,2024-09-18,2024-09-30,"2024-09-16","2024-09-28","2024-09-15","2024-09-27",12
10870,4500010870,"2023-06-05",1001,4,1,10004,75,2023-06-28,2023-06-26,"2023-06-26","2023-06-26","2023-06-25","2023-06-25",-2
10871,4500010871,"2022-05-06",1001,4,1,10004,72,2022-05-29,2022-05-25,"2022-05-27","2022-05-27","2022-05-26","2022-05-26",-4
10877,4500010877,"2022-02-15",1001,4,1,10004,80,2022-03-10,2022-03-07,"2022-03-08","2022-03-08","2022-03-07","2022-03-07",-3
10878,4500010878,"2022-06-27",1001,4,1,10004,70,2022-07-20,2022-07-19,"2022-07-18","2022-07-18","2022-07-17","2022-07-17",-1
10880,4500010880,"2023-03-19",1001,4,1,10004,82,2023-04-11,2023-04-11,"2023-04-09","2023-04-09","2023-04-08","2023-04-08",0
10882,4500010882,"2022-09-14",1001,4,1,10004,70,2022-10-07,2022-10-04,"2022-10-05","2022-10-05","2022-10-04","2022-10-04",-3
10890,4500010890,"2022-01-20",1001,4,1,10004,70,2022-02-12,2022-02-21,"2022-02-10","2022-02-19","2022-02-09","2022-02-18",9
10896,4500010896,"2022-04-28",1001,4,1,10004,86,2022-05-21,2022-05-18,"2022-05-19","2022-05-19","2022-05-18","2022-05-18",-3
10898,4500010898,"2023-01-25",1001,4,1,10004,73,2023-02-17,2023-02-15,"2023-02-15","2023-02-15","2023-02-14","2023-02-14",-2
10900,4500010900,"2023-01-25",1001,4,1,10004,84,2023-02-17,2023-02-14,"2023-02-15","2023-02-15","2023-02-14","2023-02-14",-3
10901,4500010901,"2022-09-15",1001,4,1,10004,70,2022-10-08,2022-10-08,"2022-10-06","2022-10-06","2022-10-05","2022-10-05",0
10904,4500010904,"2022-12-15",1001,4,1,10004,68,2023-01-07,2023-01-11,"2023-01-05","2023-01-09","2023-01-04","2023-01-08",4
10907,4500010907,"2024-05-28",1001,4,1,10004,77,2024-06-20,2024-06-19,"2024-06-18","2024-06-18","2024-06-17","2024-06-17",-1
10914,4500010914,"2024-11-08",1001,4,1,10004,81,2024-12-01,2024-11-28,"2024-11-29","2024-11-29","2024-11-28","2024-11-28",-3
10915,4500010915,"2023-09-06",1001,4,1,10004,74,2023-09-29,2023-09-26,"2023-09-27","2023-09-27","2023-09-26","2023-09-26",-3
10918,4500010918,"2023-05-31",1001,4,1,10004,77,2023-06-23,2023-06-21,"2023-06-21","2023-06-21","2023-06-20","2023-06-20",-2
10923,4500010923,"2022-10-07",1001,4,1,10004,80,2022-10-30,2022-10-28,"2022-10-28","2022-10-28","2022-10-27","2022-10-27",-2
10924,4500010924,"2022-03-21",1001,4,1,10004,67,2022-04-13,2022-04-08,"2022-04-11","2022-04-11","2022-04-10","2022-04-10",-5
10926,4500010926,"2023-09-09",1001,4,1,10004,76,2023-10-02,2023-09-29,"2023-09-30","2023-09-30","2023-09-29","2023-09-29",-3
10928,4500010928,"2024-03-08",1001,4,1,10004,75,2024-03-31,2024-03-31,"2024-03-29","2024-03-29","2024-03-28","2024-03-28",0
10929,4500010929,"2024-03-15",1001,4,1,10004,84,2024-04-07,2024-04-05,"2024-04-05","2024-04-05","2024-04-04","2024-04-04",-2
10931,4500010931,"2022-11-21",1001,4,1,10004,87,2022-12-14,2022-12-13,"2022-12-12","2022-12-12","2022-12-11","2022-12-11",-1
10933,4500010933,"2024-09-15",1001,4,1,10004,70,2024-10-08,2024-10-18,"2024-10-06","2024-10-06","2024-10-05","2024-10-05",10
10938,4500010938,"2024-03-12",1001,4,1,10004,84,2024-04-04,2024-04-02,"2024-04-02","2024-04-02","2024-04-01","2024-04-01",-2
10941,4500010941,"2022-06-03",1001,4,1,10004,79,2022-06-26,2022-06-26,"2022-06-24","2022-06-24","2022-06-23","2022-06-23",0
10957,4500010957,"2022-01-04",1001,4,1,10004,82,2022-01-27,2022-02-07,"2022-01-25","2022-02-05","2022-01-24","2022-02-04",11
10961,4500010961,"2022-04-10",1001,4,1,10004,78,2022-05-03,2022-04-29,"2022-05-01","2022-05-01","2022-04-30","2022-04-30",-4
10962,4500010962,"2024-07-10",1001,4,1,10004,85,2024-08-02,2024-07-31,"2024-07-31","2024-07-31","2024-07-30","2024-07-30",-2
10963,4500010963,"2022-04-12",1001,4,1,10004,77,2022-05-05,2022-05-04,"2022-05-03","2022-05-03","2022-05-02","2022-05-02",-1
10974,4500010974,"2023-02-06",1001,4,1,10004,73,2023-03-01,2023-03-01,"2023-02-27","2023-02-27","2023-02-26","2023-02-26",0
10977,4500010977,"2024-02-10",1001,4,1,10004,75,2024-03-04,2024-02-29,"2024-03-02","2024-03-02","2024-03-01","2024-03-01",-4
10979,4500010979,"2024-10-13",1001,4,1,10004,82,2024-11-05,2024-11-04,"2024-11-03","2024-11-03","2024-11-02","2024-11-02",-1
10987,4500010987,"2023-07-06",1001,4,1,10004,78,2023-07-29,2023-07-29,"2023-07-27","2023-07-27","2023-07-26","2023-07-26",0
10989,4500010989,"2022-07-01",1001,4,1,10004,73,2022-07-24,2022-07-20,"2022-07-22","2022-07-22","2022-07-21","2022-07-21",-4
10991,4500010991,"2023-06-29",1001,4,1,10004,79,2023-07-22,2023-07-31,"2023-07-20","2023-07-29","2023-07-19","2023-07-28",9
10992,4500010992,"2024-04-05",1001,4,1,10004,82,2024-04-28,2024-04-24,"2024-04-26","2024-04-26","2024-04-25","2024-04-25",-4
10995,4500010995,"2023-01-19",1001,4,1,10004,91,2023-02-11,2023-02-24,"2023-02-09","2023-02-22","2023-02-08","2023-02-21",13
11001,4500011001,"2024-07-09",1001,4,1,10004,79,2024-08-01,2024-07-29,"2024-07-30","2024-07-30","2024-07-29","2024-07-29",-3
11002,4500011002,"2022-01-07",1001,4,1,10004,77,2022-01-30,2022-01-28,"2022-01-28","2022-01-28","2022-01-27","2022-01-27",-2
11003,4500011003,"2024-09-09",1001,4,1,10004,59,2024-10-02,2024-10-10,"2024-09-30","2024-10-08","2024-09-29","2024-10-07",8
11005,4500011005,"2023-08-12",1001,4,1,10004,82,2023-09-04,2023-09-01,"2023-09-02","2023-09-02","2023-09-01","2023-09-01",-3
11010,4500011010,"2024-09-14",1001,4,1,10004,81,2024-10-07,2024-10-07,"2024-10-05","2024-10-05","2024-10-04","2024-10-04",0
11012,4500011012,"2022-07-26",1001,4,1,10004,82,2022-08-18,2022-08-17,"2022-08-16","2022-08-16","2022-08-15","2022-08-15",-1
11013,4500011013,"2022-03-20",1001,4,1,10004,77,2022-04-12,2022-04-15,"2022-04-10","2022-04-13","2022-04-09","2022-04-09",3
11016,4500011016,"2023-09-29",1001,4,1,10004,80,2023-10-22,2023-10-19,"2023-10-20","2023-10-20","2023-10-19","2023-10-19",-3
11018,4500011018,"2023-11-18",1001,4,1,10004,63,2023-12-11,2023-12-21,"2023-12-09","2023-12-19","2023-12-08","2023-12-08",10
11023,4500011023,"2023-04-01",1001,4,1,10004,71,2023-04-24,2023-04-20,"2023-04-22","2023-04-22","2023-04-21","2023-04-21",-4
11025,4500011025,"2022-07-15",1001,4,1,10004,84,2022-08-07,2022-08-04,"2022-08-05","2022-08-05","2022-08-04","2022-08-04",-3
11033,4500011033,"2022-10-01",1001,4,1,10004,80,2022-10-24,2022-10-21,"2022-10-22","2022-10-22","2022-10-21","2022-10-21",-3
11036,4500011036,"2023-11-02",1001,4,1,10004,76,2023-11-25,2023-12-06,"2023-11-23","2023-12-04","2023-11-22","2023-12-03",11
11038,4500011038,"2023-10-12",1001,4,1,10004,81,2023-11-04,2023-11-01,"2023-11-02","2023-11-02","2023-11-01","2023-11-01",-3
11041,4500011041,"2023-05-13",1001,4,1,10004,78,2023-06-05,2023-06-05,"2023-06-03","2023-06-03","2023-06-02","2023-06-02",0
11052,4500011052,"2022-01-28",1001,4,1,10004,72,2022-02-20,2022-02-18,"2022-02-18","2022-02-18","2022-02-17","2022-02-17",-2
11059,4500011059,"2024-07-24",1001,4,1,10004,86,2024-08-16,2024-08-22,"2024-08-14","2024-08-20","2024-08-13","2024-08-19",6
11060,4500011060,"2022-02-03",1001,4,1,10004,83,2022-02-26,2022-02-23,"2022-02-24","2022-02-24","2022-02-23","2022-02-23",-3
11061,4500011061,"2021-12-09",1001,4,1,10004,72,2022-01-01,2022-01-01,"2021-12-30","2021-12-30","2021-12-29","2021-12-29",0
11063,4500011063,"2024-12-06",1001,4,1,10004,75,2024-12-29,2025-01-07,"2024-12-27","2025-01-05","2024-12-26","2025-01-04",9
11064,4500011064,"2023-04-05",1001,4,1,10004,79,2023-04-28,2023-04-27,"2023-04-26","2023-04-26","2023-04-25","2023-04-25",-1
11066,4500011066,"2022-02-22",1001,4,1,10004,70,2022-03-17,2022-03-14,"2022-03-15","2022-03-15","2022-03-14","2022-03-14",-3
11068,4500011068,"2024-04-12",1001,4,1,10004,75,2024-05-05,2024-05-01,"2024-05-03","2024-05-03","2024-05-02","2024-05-02",-4
11069,4500011069,"2022-09-19",1001,4,1,10004,78,2022-10-12,2022-10-11,"2022-10-10","2022-10-10","2022-10-09","2022-10-09",-1
11071,4500011071,"2024-05-08",1001,4,1,10004,77,2024-05-31,2024-05-30,"2024-05-29","2024-05-29","2024-05-28","2024-05-28",-1
11072,4500011072,"2022-03-17",1001,4,1,10004,80,2022-04-09,2022-04-08,"2022-04-07","2022-04-07","2022-04-06","2022-04-06",-1
11073,4500011073,"2024-04-05",1001,4,1,10004,78,2024-04-28,2024-04-28,"2024-04-26","2024-04-26","2024-04-25","2024-04-25",0
11083,4500011083,"2022-02-16",1001,4,1,10004,71,2022-03-11,2022-03-18,"2022-03-09","2022-03-16","2022-03-08","2022-03-15",7
11084,4500011084,"2022-04-07",1001,4,1,10004,70,2022-04-30,2022-04-28,"2022-04-28","2022-04-28","2022-04-27","2022-04-27",-2
